"","duration_t2","id","model_t2","diff_model_t2","enj_t2","info_t2","up_real_t2","up_real_model_t2","up_int_mini_t2","up_int_12_t2","up_int_pro_t2","up_int_max_t2","replace_t2","charg_know","charg_lik","gen","age","sugg_t2","duration_t1","model_t1","diff_model_t1","enj_t1","up_int_t1","replace_t1","sugg_t1","family_t1","info_idx_t1","hed_dec","info_quiz_t2","up_lik","info_t2_std","up_real_t2_ctr","replace_t2_std","charg_know_ctr","charg_lik_std","up_int_t1_std","replace_t1_std","info_idx_t1_std","info_quiz_t2_std","up_lik_std","fam_contrast","n_model_t2"
"177",245,"54af2a48fdf99b09c01b3801","iPhone 5S","",64.93,25,"No","",3,5,5,2,17,"Yes",5,"Female",24,"To gague iphone users' willingness to upgrade to the newest iphone. ",197,"iPhone 5S",NA,90.85,6,9,"To gague people's general opinion towards upgrading their smartphones. ","iPhone 6S and Previous Models",20.6666666666667,-25.92,3,5,-0.317212362884638,-1,-0.403355884546894,1,-0.434103889212567,-0.696268186613289,-0.628851646632854,-0.652668685095622,-1.18267752353576,-0.788297106422056,-1,4
"178",211,"5c04facfd30e3200016df2e7","iPhone 11 Pro","",85.35,71,"No","",7,21,82,31,90,"Yes",0,"Male",42,"None.",142,"iPhone XS",NA,99.86,91,85,"Don't know.","iPhone X",233.333333333333,-14.51,3,82,1.16240364645363,-1,1.77557260377543,1,-0.62934510356668,1.89857987422794,1.5889545786994,2.34549501192064,-1.18267752353576,1.41184723947627,0.5,14
"179",138,"5ec528f5db44d64795b248bb","iPhone 6S","",66.62,2,"No","",0,5,1,0,34,"No",2,"Male",28,"If people want to by an iphone12 or even know about it",133,"iPhone 6S",NA,68.03,8,31,"Interest in upgrading tech, and its relation to research.","iPhone 6S and Previous Models",0,-1.41,3,5,-1.05702036755377,-1,0.104065818213099,-1,-0.551248617825035,-0.635212938122908,0.0131448922791148,-0.944026285746106,-1.18267752353576,-0.788297106422056,-1,17
"180",71,"5d5618b69cd0f20015e1ab0d","iPhone 11","",100,17,"No","",0,0,0,0,0,"No",0,"Female",22,"Opinions on the new iPhone 12",94,"iPhone 11",NA,100,0,0,"Opinions on iPhone ","iPhone 11",0,0,2,0,-0.574536886247816,-1,-0.910777587306888,-1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.944026285746106,-2.12260977971096,-0.93116362238948,1,52
"181",179,"5484fd09fdf99b38dfb9645c","iPhone 6S","",44.37,53,"No","",9,60,38,25,50,"Yes",10,"Female",32,"perception of phones ",69,"iPhone 6S",NA,50.85,43,65,"Perception of apple products and when we plan to upgrade to new technology","iPhone 6S and Previous Models",39.6666666666667,-6.48,4,60,0.583423468886484,-1,0.581639185516622,1,-0.238862674858455,0.433253910458776,1.0053213615067,-0.384807665142758,-0.242745267360561,0.783234569219607,-1,17
"182",109,"5be2f3db4616da00010def19","iPhone XS Max","",98.85,88,"No","",0,0,0,100,76,"No",52,"Female",40,"To see if people will buy the iPhone 12",157,"iPhone XS Max",NA,97.99,5,36,"I think the purpose was to see how much research we put into things.","iPhone X",39.6666666666667,0.859999999999999,4,100,1.70921825860039,-1,1.35769590738485,-1,1.40116352571609,-0.72679581085848,0.15905319657729,-0.384807665142758,-0.242745267360561,1.926166696959,0.5,13
"183",156,"5ee11eb5636ea94d3ad43e3b","iPhone 11","",100,74,"Yes","iPhone 12 Pro",0,0,100,0,100,"Yes",16,"Male",39,"No comment.",66,"iPhone 11 Pro",NA,99.58,100,93,"Can't say.","iPhone 11",221.666666666667,0.420000000000002,3,100,1.25890034271483,1,2.07405595834013,1,-0.00457321763351979,2.17332849243466,1.82240786557648,2.18101894703731,-1.18267752353576,1.926166696959,1,52
"184",136,"59c3cedd754a19000111ca76","iPhone 7 Plus","",96.06,0,"No","",0,21,16,24,95,"No",0,"Female",49,"To study how much research people are doing about the new iPhone offerings.",88,"iPhone 7 Plus",NA,100,38,99,"To determine how eager people are for new technology","iPhone 7",23,-3.94,2,24,-1.12135149839457,-1,1.92481428105778,-1,-0.62934510356668,0.280615789232821,1.99749783073429,-0.619773472118955,-2.12260977971096,-0.245404345745845,-0.5,17
"185",91,"5c1691ed093702000149ffb1","iPhone X","",91.41,25,"No","",3,11,2,2,5,"No",47,"Male",39,"how likely someone is to buy a new phone based on the phone they have",66,"iPhone X",NA,94.23,1,2,"To see how likely someone is to get a new iphone based on their existing model","iPhone X",14.3333333333333,-2.82000000000001,3,11,-0.317212362884638,-1,-0.761535910024537,-1,1.20592231136198,-0.848906307839244,-0.833123272650299,-0.741955691746577,-1.18267752353576,-0.616857287261147,0.5,28
"186",541,"59b700a26039190001eaa9df","iPhone 7 Plus","",68.59,21,"No","",44,81,57,49,49,"Yes",33,"Male",29,"iPhone 12 interest.",456,"iPhone 7 Plus",NA,80.7,33,55,"not sure","iPhone 7",56.3333333333333,-12.11,3,81,-0.445874624566227,-1,0.551790850060152,1,0.659246911170463,0.127977668006867,0.713504752910353,-0.149841858166562,-1.18267752353576,1.38327393628279,-0.5,17
"187",144,"56a37d86dbe850000bfcef9d","iPhone 8","",89.86,26,"No","",11,12,12,13,93,"No",8,"Female",56,"Not sure but why wouldn't they give you a charger for such an expensive phone?",127,"iPhone 8",NA,91.41,19,75,"Something about comparison to what model iphone you have now and what you want instead of that? ","iPhone 8",2.33333333333333,-1.55,4,13,-0.285046797464241,-1,1.86511761014484,-1,-0.3169591606001,-0.299409071425807,1.29713797010305,-0.911131072769438,-0.242745267360561,-0.559710680874178,0,29
"188",190,"5eb4a3fb75168630c3e6fdb1","iPhone XR","",93.23,26,"No","",11,0,0,0,0,"Yes",8,"Male",46,"To gauge how much of a splash the iPhone 12 marketing made ",78,"iPhone XR",NA,100,60,0,"To see how excited people are for the iPhone 12","iPhone X",206.666666666667,-6.77,5,11,-0.285046797464241,-1,-0.910777587306888,1,-0.3169591606001,0.952223522627023,-0.891486594369568,1.96954972075873,0.697186988814636,-0.616857287261147,0.5,32
"189",186,"5ea2034072cf371093cf5268","iPhone SE (2020)","",100,75,"No","",0,51,0,0,47,"No",1,"Female",37,"Opinions on the new iPhone",72,"iPhone 7",NA,80,3,49,"Have a good week!","iPhone 7",175,20,3,51,1.29106590813522,-1,0.492094179147211,-1,-0.590296860695857,-0.787851059348862,0.538414787752544,1.52311468750396,-1.18267752353576,0.526074840478244,-0.5,16
"190",129,"5ed0bdc9fbbe7c000a844864","iPhone 11","",87.61,26,"Yes","",2,5,7,6,24,"No",6,"Female",38,"I think the purpose of this study was to see who was interested in upgrading phones.",81,"iPhone 11",NA,95.49,12,12,"I think the purpose was to see if people are interested in upgrading iphones.","iPhone 11",23,-7.88,5,7,-0.285046797464241,1,-0.194417536351603,-1,-0.395055646341745,-0.513102441142144,-0.541306664053949,-0.619773472118955,0.697186988814636,-0.731150500035086,1,52
"191",75,"5ebc9477f7c7370d8cfdb4bf","iPhone 6","",65.92,49,"No","",1,1,1,2,100,"Yes",1,"Male",23,"Public knowledge of iphone devices",177,"iPhone 6S",NA,79.72,19,80,"See how much info about the new iPhone you have","iPhone 6S and Previous Models",14.3333333333333,-13.8,4,2,0.454761207204895,-1,2.07405595834013,1,-0.590296860695857,-0.299409071425807,1.44304627440123,-0.741955691746577,-0.242745267360561,-0.87401701600251,-1,10
"192",96,"5d74a5f5833ed500019f2414","iPhone XS","",78.92,95,"No","",0,6,0,0,74,"Yes",4,"Male",21,"iPhone iDiscussion",295,"iPhone XS",NA,67.75,4,0,"iPhone thought","iPhone X",8,11.17,4,6,1.93437721654317,-1,1.29799923647191,1,-0.47315213208339,-0.757323435103671,-0.891486594369568,-0.831242698397531,-0.242745267360561,-0.759723803228571,0.5,20
"193",103,"5ec3884fa0c1ef0009b57549","iPhone 6","",48.73,56,"No","",2,0,0,0,100,"No",0,"Female",23,"Not sure. No problems",78,"iPhone 6",NA,56.06,31,95,"maybe to see if people who looked for more info about new iPhone models are more likely to upgrade to newest model vs older?","iPhone 6S and Previous Models",98.3333333333333,-7.33000000000001,4,2,0.679920165147676,-1,2.07405595834013,-1,-0.62934510356668,0.0669224195164847,1.88077118729575,0.442271975413453,-0.242745267360561,-0.87401701600251,-1,10
"194",162,"55e7b91341988f000575d6b5","iPhone 11","",100,68,"No","",1,1,1,1,1,"Yes",1,"Female",34,"To see what you think about upgrading to an iphone 12.",120,"iPhone 11",NA,100,71,39,"n/a","iPhone 11",134.333333333333,0,4,1,1.06590695019244,-1,-0.880929251850417,1,-0.590296860695857,1.28802738932412,0.246598179156194,0.949798118482038,-0.242745267360561,-0.902590319195995,1,52
"195",189,"5dd7eb4841fb3f785f7ec7c8","iPhone SE (2020)","",60.82,1,"No","",1,1,1,1,18,"No",0,"Female",31,"gauging interest in iPhone 12 models",46,"iPhone SE (2020)",NA,67.44,8,3,"not sure","iPhone 11",151,-6.62,6,1,-1.08918593297417,-1,-0.373507549090424,-1,-0.62934510356668,-0.635212938122908,-0.803941611790664,1.18476392545823,1.63711924498983,-0.902590319195995,1,16
"196",169,"5c5f933f59ec1d0001fe64e7","iPhone 8 Plus","",88.17,97,"No","",0,23,0,0,42,"No",84,"Female",28,"I think the purpose of this study is to find out if people are interested in getting the new iphone 12 ",62,"iPhone 8 Plus",NA,87.18,50,94,"I think the purpose of the study was about current electronics","iPhone 8",44,0.989999999999995,5,23,1.99870834738396,-1,0.34285250186486,-1,2.65070729758241,0.646947280175113,1.85158952643612,-0.323716555328947,0.697186988814636,-0.27397764893933,0,18
"197",334,"5dd344dfe426bd35cbc374ea","iPhone 7","",100,38,"No","",2,10,8,5,76,"No",3,"Female",25,"how likely I am to get the new iPhone",103,"iPhone 7",NA,99.58,34,55,"willingness to upgrade phone","iPhone 7",3,0.420000000000002,5,10,0.100939987580526,-1,1.35769590738485,-1,-0.512200374954212,0.158505292252058,0.713504752910353,-0.90173244049039,0.697186988814636,-0.645430590454632,-0.5,30
"198",204,"5ee96cbf2825f91f0f5f49d9","iPhone 6S","",30.42,6,"No","",4,1,1,1,82,"No",1,"Female",46,"Understand market reaction / receptivity to iPhone 12 based on basic demographics and current phone ownership.",74,"iPhone 6S",NA,52.39,0,21,"Understand interest in new phones based on existing phone model in use.","iPhone 6S and Previous Models",0,-21.97,5,4,-0.928358105872185,-1,1.53678592012367,-1,-0.590296860695857,-0.879433932084435,-0.278671716317235,-0.944026285746106,0.697186988814636,-0.81687040961554,-1,17
"199",168,"5eba2e33474e6517605faffb","iPhone SE (2020)","",86.27,65,"No","",14,0,0,0,0,"Yes",8,"Female",26,"To see what you know about the new model and how that’s affecting whether you’ll update. ",125,"iPhone SE (2020)",NA,100,51,0,"To understand how old the phones are of people planning to get a new phone","iPhone 11",86,-13.73,5,14,0.969410253931251,-1,-0.910777587306888,1,-0.3169591606001,0.677474904420304,-0.891486594369568,0.268397278251068,0.697186988814636,-0.531137377680693,1,16
"200",60,"5e274886bcb84f052bf6858f","iPhone XS","",88.06,0,"No","",0,0,0,0,0,"Yes",0,"Female",22,"not sure",48,"iPhone XS",NA,100,0,0,"how much research people do before purchasing a phone.","iPhone X",69,-11.94,4,0,-1.12135149839457,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,0.0287321551353475,-0.242745267360561,-0.93116362238948,0.5,20
"201",156,"5e455faf462e0802d9d9c3e2","iPhone 6S","",100,0,"No","",1,1,1,1,1,"Yes",1,"Male",26,"How do users with certain phone models feel about upcoming Iphone model changes.",128,"iPhone 6S",NA,73.77,2,49,"Who upgrades vs who keeps the same model phone.","iPhone 6S and Previous Models",30.6666666666667,26.23,2,1,-1.12135149839457,-1,-0.880929251850417,1,-0.590296860695857,-0.818378683594053,0.538414787752544,-0.511689200909904,-2.12260977971096,-0.902590319195995,-1,17
"202",71,"5e28e8819061a50beacc52c5","iPhone 11 Pro Max","",100,38,"No","",6,7,9,72,40,"Yes",25,"Female",39,"To find out if I’m interested in getting a new iPhone",41,"iPhone 11 Pro Max",NA,100,100,83,"To see how happy I am with my phone and find out when I’m going to Upgrade ","iPhone 11",219,0,4,72,0.100939987580526,-1,0.28315583095192,1,0.346860968203883,2.17332849243466,1.53059125698013,2.14342441792112,-0.242745267360561,1.12611420754142,1,9
"203",114,"5e1fa005a6a7402cc73cf4d2","iPhone 11","",84.79,52,"No","",74,74,19,19,70,"Yes",0,"Female",25,"To see how many people are interested in the new iPhone. ",63,"iPhone 11",NA,99.72,74,0,"n/a","iPhone 11",0,-14.93,4,74,0.551257903466087,-1,1.17860589464603,1,-0.62934510356668,1.3796102620597,-0.891486594369568,-0.944026285746106,-0.242745267360561,1.18326081392839,1,52
"204",107,"5f246a82f9626f03ef30c578","iPhone 7 Plus","",80.99,22,"No","",4,16,24,43,77,"No",0,"Male",35,"To see if people knew about the new iphone and how likely they will be to buy one",114,"iPhone 7 Plus",NA,89.86,15,56,"The purpose of the survey was to see how willing I would be to update to a newer version of a phone.","iPhone 7",88,-8.87,4,43,-0.41370905914583,-1,1.38754424284132,-1,-0.62934510356668,-0.421519568406571,0.742686413769988,0.296593175088211,-0.242745267360561,0.297488414930366,-0.5,17
"205",96,"5f4a72e2c3368e4e4eccd39a","iPhone XR","",100,16,"No","",8,1,1,1,3,"No",3,"Female",41,"To see how many people are looking to buy the newest Iphone",78,"iPhone XR",NA,100,15,4,"To find out how many people are looking to upgrade their Iphones. ","iPhone X",12.3333333333333,0,5,8,-0.606702451668213,-1,-0.821232580937477,-1,-0.512200374954212,-0.421519568406571,-0.774759950931029,-0.77015158858372,0.697186988814636,-0.702577196841601,0.5,32
"206",99,"577443eef8f7ed00014b4842","iPhone 11","",83.24,9,"Yes","",1,16,1,1,0,"Yes",58,"Male",27,"Guage interest in  new iphone",92,"iPhone X",NA,88.45,1,0,"Likelihood to buy new iPhone.","iPhone X",2.33333333333333,-5.21000000000001,4,16,-0.831861409610993,1,-0.910777587306888,1,1.63545298294102,-0.848906307839244,-0.891486594369568,-0.911131072769438,-0.242745267360561,-0.473990771293723,0.5,52
"207",105,"5c6dc6e309c2210001d5f93b","iPhone 8","",70.99,3,"No","",2,2,2,2,88,"No",10,"Female",34,"To see how much people already know about the iPhone 12",109,"iPhone 8",NA,70.42,12,99,"I think this study was about whether people are aware of the new iphone coming out or not.","iPhone 8",10,0.569999999999993,4,2,-1.02485480213338,-1,1.71587593286249,-1,-0.238862674858455,-0.513102441142144,1.99749783073429,-0.803046801560388,-0.242745267360561,-0.87401701600251,0,29
"208",123,"5cc8cc21b6fef100015b1066","iPhone 6S Plus","",69.44,9,"No","",19,0,0,0,0,"Yes",0,"Female",19,"I think the purpose was to determine if people with older models of iPhones are likely to buy a new model of the iPhone in the future. Thank you for allowing me to complete this study. I hope to complete more studies in the future. :)",56,"iPhone 6S Plus",NA,88.59,0,0,"To determine people's usage of their phone","iPhone 6S and Previous Models",11,-19.15,4,19,-0.831861409610993,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.788948853141816,-0.242745267360561,-0.388270861713269,-1,9
"209",89,"5aeeb4903c80f200013af2ed","iPhone X","",99.01,100,"Yes","iPhone 12 Pro",0,1,100,33,1,"Yes",34,"Male",32,"View of product without charger",455,"iPhone XS",NA,79.03,95,92,"How info affects decisions ","iPhone X",209.333333333333,19.98,3,100,2.09520504364515,1,-0.880929251850417,1,0.698295154041285,2.02069037120871,1.79322620471685,2.00714424987492,-1.18267752353576,1.926166696959,0.5,28
"210",124,"5e0b37d379f2fa37a35161c1","iPhone 6S","",92.39,99,"No","",59,27,2,0,60,"Yes",81,"Male",40,"Judging the attractiveness and penetration of information about the new iPhone models.",101,"iPhone 6S",NA,98.31,44,72,"Judging the excitement and desire of the upcoming iPhone releases.","iPhone 6S and Previous Models",189.666666666667,-5.92,6,59,2.06303947822476,-1,0.880122540081324,1,2.53356256896994,0.463781534703967,1.20959298752415,1.72988459764301,1.63711924498983,0.754661266026122,-1,17
"211",104,"5e8790801eb5090afd11e178","iPhone 11","",86.62,51,"No","",12,11,2,0,2,"Yes",1,"Female",26,"Asking about how likely I am to purchase the iphone 12",80,"iPhone 11",NA,94.65,1,1,"Asking about consumer preferences regarding the new iPhone that will come out this year","iPhone 11",61,-8.03,5,12,0.51909233804569,-1,-0.851080916393947,1,-0.590296860695857,-0.848906307839244,-0.862304933509933,-0.0840514322132268,0.697186988814636,-0.588283984067662,1,52
"212",144,"5f0a80a21bf071350f26e14b","iPhone SE (2020)","",68.17,18,"No","",21,15,12,2,5,"Yes",50,"Male",19,"What people with different phones think about the iphone 12",109,"iPhone SE (2020)",NA,72.25,12,6,"To see if people like their iphones.  some of the phrasing is a bit lost in translation, but I understood what it all meant.","iPhone 11",162.333333333333,-4.08,5,21,-0.542371320827418,-1,-0.761535910024537,1,1.32306703997444,-0.513102441142144,-0.716396629211759,1.34454067420205,0.697186988814636,-0.331124255326299,1,16
"213",86,"5c4ebc2361922600011642e6","iPhone SE (2016)","",76.15,3,"No","",17,6,1,1,78,"No",1,"Female",20,"I think the purpose of the study was to see how content people are with their current phones and whether they feel the need to upgrade often.",64,"iPhone SE (2016)",NA,85.51,1,51,"I'm not sure; maybe looking at how often men and women replace their smartphones/look for new tech information","iPhone 6S and Previous Models",2.33333333333333,-9.36,3,17,-1.02485480213338,-1,1.41739257829779,-1,-0.590296860695857,-0.848906307839244,0.596778109471814,-0.911131072769438,-1.18267752353576,-0.445417468100238,-1,6
"214",77,"5ec49137e7928537488485ea","iPhone 11 Pro","",81.13,18,"No","",0,0,0,0,0,"No",12,"Male",27,"To see my opinion of the new iPhone model.",47,"iPhone 11 Pro",NA,91.97,63,27,"To see what I think about Apple iPhones","iPhone 11",182,-10.84,5,0,-0.542371320827418,-1,-0.910777587306888,-1,-0.16076618911681,1.0438063953626,-0.103581751159425,1.62180032643396,0.697186988814636,-0.93116362238948,1,14
"215",191,"5e2f5be1d38ea10669d7eb92","iPhone 8 Plus","",92.68,64,"No","",4,95,79,3,62,"Yes",48,"Female",19,"Surveying knowledge of iPhone 12s and our likeliness of purchasing one.",148,"iPhone 8 Plus",NA,94.23,18,95,"I think the purpose of this study was to see whether or not people are interested in the newest version of an item they already have, despite their current one being able to function just fine.","iPhone 8",0,-1.55,6,95,0.937244688510853,-1,0.939819210994264,1,1.2449705542328,-0.329936695670998,1.88077118729575,-0.944026285746106,1.63711924498983,1.78330018099157,0,18
"216",106,"5f0205b1d6b59d0823ea2832","iPhone 6S","",84.51,40,"No","",4,28,6,3,85,"No",35,"Female",22,"To find out consumer preferences regarding the iPhone 12",58,"iPhone 6S",NA,86.34,26,73,"To determine what the market for new iPhones is","iPhone 6S and Previous Models",1.33333333333333,-1.83,5,28,0.16527111842132,-1,1.62633092649308,-1,0.737343396912107,-0.0857157017094702,1.23877464838378,-0.92522902118801,0.697186988814636,-0.131111132971906,-1,17
"217",111,"5d3e1489f2d9e800010e4d1c","iPhone 11","",90.83,36,"No","",0,0,0,0,0,"No",0,"Male",25,"I think the purpose was to see people’s perceptions or eagerness to get new technology ",627,"iPhone 11",NA,66.48,0,0,"I think the purpose of the study was highlighting health and exercise habits","iPhone 11",0,24.35,5,0,0.0366088567397314,-1,-0.910777587306888,-1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.944026285746106,0.697186988814636,-0.93116362238948,1,52
"218",157,"5ecea7b4f50eea0ef5a8cdc0","iPhone 6","",92.54,2,"No","",4,19,16,13,19,"No",0,"Male",36,"To collect impressions of some new iPhone features.",178,"iPhone 6S",NA,81.83,30,15,"To predict how likely people are to upgrade their phone based on their knowledge.","iPhone 6S and Previous Models",0,10.71,3,19,-1.05702036755377,-1,-0.343659213633954,-1,-0.62934510356668,0.0363947952712937,-0.453761681475044,-0.944026285746106,-1.18267752353576,-0.388270861713269,-1,10
"219",283,"5e64807cef9fad1fc7efbba5","iPhone 6S Plus","",87.89,63,"No","",1,55,55,56,52,"No",1,"Female",64,"iphone questions",110,"iPhone 6S Plus",NA,70.8,6,5,"not sure except wanting iphone info","iPhone 6S and Previous Models",2.33333333333333,17.09,5,56,0.905079123090456,-1,0.641335856429562,-1,-0.590296860695857,-0.696268186613289,-0.745578290071394,-0.911131072769438,0.697186988814636,0.668941356445668,-1,9
"220",82,"5e551a9020cb9e000b1e141f","iPhone XS","",100,81,"No","",0,0,91,91,0,"Yes",32,"Female",32,"To see if you’ll upgrade your phone and how old your phone has to be to feel like you need an upgrade.",58,"iPhone XS",NA,100,100,0,"To see if your research effects your decision to purchase the new iPhone.","iPhone X",0,0,5,91,1.48405930065761,-1,-0.910777587306888,1,0.62019866829964,2.17332849243466,-0.891486594369568,-0.944026285746106,0.697186988814636,1.66900696821763,0.5,20
"221",111,"5e3a0d0529000b000d868ba5","iPhone 11","",100,13,"No","",0,0,0,0,0,"No",0,"Female",23,"Unsure. Consumer prejudice?",57,"iPhone 11 Pro",NA,89.72,0,0,"I really don't know.","iPhone 11",0,10.28,5,0,-0.703199147929405,-1,-0.910777587306888,-1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.944026285746106,0.697186988814636,-0.93116362238948,1,52
"222",88,"5ed081544e61f3163c036286","iPhone 7","",86.34,14,"No","",3,4,4,4,96,"No",0,"Female",22,"awarness of iphone 12",82,"iPhone 7",NA,100,5,88,"phone","iPhone 7",27,-13.66,3,4,-0.671033582509007,-1,1.95466261651425,-1,-0.62934510356668,-0.72679581085848,1.67649956127831,-0.563381678444667,-1.18267752353576,-0.81687040961554,-0.5,30
"223",190,"5c6f459b398a230001bb0031","iPhone 8 Plus","",88.59,42,"No","",16,28,33,25,22,"Yes",27,"Male",32,"Nothing to contribute.",100,"iPhone 8 Plus",NA,76.06,14,13,"To see how much products I consume. ","iPhone 8",60.6666666666667,12.53,3,33,0.229602249262115,-1,-0.254114207264543,1,0.424957453945528,-0.452047192651762,-0.512125003194314,-0.0887507483527507,-1.18267752353576,0.0117553829955178,0,18
"224",97,"5c796fe94660c40001bc3694","iPhone SE (2016)","",27.04,7,"No","",0,0,0,0,18,"No",8,"Female",27,"Iphone interest",106,"iPhone SE (2016)",NA,21.55,1,1,"See what iPhone demand will be","iPhone 6S and Previous Models",2.33333333333333,5.49,3,0,-0.896192540451788,-1,-0.373507549090424,-1,-0.3169591606001,-0.848906307839244,-0.862304933509933,-0.911131072769438,-1.18267752353576,-0.93116362238948,-1,6
"225",104,"5f5a7563dbd40613ac1f36ca","iPhone 6","",74.79,9,"No","",2,10,2,1,100,"No",0,"Male",26,"To judge interest in the new iPhone",60,"iPhone 6S",NA,100,47,100,"To gauge exposure from apple","iPhone 6S and Previous Models",88.3333333333333,-25.21,3,10,-0.831861409610993,-1,2.07405595834013,-1,-0.62934510356668,0.55536440743954,2.02667949159393,0.301292491227735,-1.18267752353576,-0.645430590454632,-1,10
"226",108,"5c7489824f23e50015134f02","iPhone 7","",58.87,2,"No","",1,3,4,2,100,"No",3,"Female",34,"Interest in buying the new iPhone",105,"iPhone 7",NA,71.64,2,49,"How likely someone is to upgrade their iphone based on how much they enjoy their iphone? ","iPhone 7",6.33333333333333,-12.77,5,4,-1.05702036755377,-1,2.07405595834013,-1,-0.512200374954212,-0.818378683594053,0.538414787752544,-0.854739279095151,0.697186988814636,-0.81687040961554,-0.5,30
"227",101,"5f487a6ee83b1e3353269f34","iPhone X","",72.25,99,"No","",16,3,100,3,38,"Yes",17,"Male",31,"to see how much we knew about the phones influenced our buying decision",122,"iPhone X",NA,93.66,5,3,"to judge how much we have grown accustomed to apple's release cycle and how it is loosing steam","iPhone X",118.333333333333,-21.41,5,100,2.06303947822476,-1,0.22345916003898,1,0.0344750252373027,-0.72679581085848,-0.803941611790664,0.724230943784889,0.697186988814636,1.926166696959,0.5,28
"228",189,"5e8fa34befd9542a66b02feb","iPhone 8","",100,29,"No","",5,6,8,11,19,"Yes",0,"Male",31,"Purpose is to see public opinion on the iphone 12",141,"iPhone 8",NA,89.15,44,73,"Asking about Iphone preference and what we do for news.","iPhone 8",91.3333333333333,10.85,2,11,-0.188550101203049,-1,-0.343659213633954,1,-0.62934510356668,0.463781534703967,1.23877464838378,0.343586336483451,-2.12260977971096,-0.616857287261147,0,29
"229",143,"5f3339dee2bb1214e8951940","iPhone 6","",75.81,0,"No","",0,0,0,0,16,"No",6,"Male",21,"Im guessing for the new Iphone, I haven’t heard any news in months maybe years that I can think of relating to Apple. I don’t really pay close attention to the company.",114,"iPhone 6",NA,80.97,0,100,"Im guessing its to see if people would want to buy the newest (probably not even out yet) iphone or not. ","iPhone 6S and Previous Models",52,-5.16,5,0,-1.12135149839457,-1,-0.433204220003365,-1,-0.395055646341745,-0.879433932084435,2.02667949159393,-0.210932967980373,0.697186988814636,-0.93116362238948,-1,10
"230",416,"5f52921e88cab956c64d811c","iPhone 7 Plus","",100,53,"No","",0,0,0,52,0,"No",85,"Female",66,"This study would gather information about potential iphone buyers.  It would also reflect advertising effectiveness for the iPhone 12.",252,"iPhone 7 Plus",NA,99.72,4,4,"The purpose of this study may have been to see how many people upgrade to the latest device versus people like myself who keep their old device until it no longer works. ","iPhone 7",9.33333333333333,0.280000000000001,5,52,0.583423468886484,-1,-0.910777587306888,-1,2.68975554045323,-0.757323435103671,-0.774759950931029,-0.812445433839436,0.697186988814636,0.554648143671728,-0.5,17
"231",116,"5e495dfd5ea85e3d1eb14d4b","iPhone X","",100,21,"No","",0,75,50,47,4,"No",0,"Female",26,"Opinions of new IPhones",76,"iPhone X",NA,100,10,85,"Noting how people feel towards their Iphones and the availability of products.","iPhone X",0,0,6,75,-0.445874624566227,-1,-0.791384245481007,-1,-0.62934510356668,-0.574157689632526,1.5889545786994,-0.944026285746106,1.63711924498983,1.21183411712188,0.5,28
"232",114,"5ef638a27c0ee22fd54f0bbe","iPhone X","",87.61,100,"No","",0,19,51,100,100,"Yes",59,"Male",38,"None",102,"iPhone X",NA,95.63,71,47,"To gauge interest in the new iPhone 12.","iPhone X",198.333333333333,-8.02,6,100,2.09520504364515,-1,2.07405595834013,1,1.67450122581185,1.28802738932412,0.480051466033274,1.85206681727063,1.63711924498983,1.926166696959,0.5,28
"233",104,"5d588f070569c500191eaaf1","iPhone X","",82.25,50,"No","",1,1,1,1,72,"Yes",1,"Female",25,"gauging peoples feelings toward new iphones. ",66,"iPhone X",NA,91.83,15,1,"Gather info on if people want the new iphones","iPhone X",50.3333333333333,-9.58,4,1,0.486926772625292,-1,1.23830256555897,1,-0.590296860695857,-0.421519568406571,-0.862304933509933,-0.234429548677992,-0.242745267360561,-0.902590319195995,0.5,28
"234",248,"5c82656bed1753001581fd1e","iPhone XR","",100,0,"No","",0,0,0,0,0,"No",0,"Male",64,"To gain information about what people plan to do with regards to iPhone12",139,"iPhone XR",NA,74.51,0,4,"Get data on the interest people have in upgrading to a newer iPhone","iPhone X",0,25.49,3,0,-1.12135149839457,-1,-0.910777587306888,-1,-0.62934510356668,-0.879433932084435,-0.774759950931029,-0.944026285746106,-1.18267752353576,-0.93116362238948,0.5,32
"235",130,"5cabcfb2bf53e10001fa48ad","iPhone 8","",77.61,15,"No","",1,1,0,0,67,"Yes",27,"Male",30,"To see if people are interested in the new iPhone 12.",72,"iPhone 8",NA,78.45,9,23,"To see the intention of people to get a new iPhone and the research they put into the new models","iPhone 8",62.6666666666667,-0.840000000000003,5,1,-0.63886801708861,-1,1.08906088827662,1,0.424957453945528,-0.604685313877717,-0.220308394597965,-0.0605548515156072,0.697186988814636,-0.902590319195995,0,29
